ExperimentName,Subject,AgeSubj,HandenesSubj,Procedure[Block],CueDur[Trial],RespExpTask1.CRESP[Trial],RespTARGET.RT[Trial],SOA[Trial],Target[Trial],RespExpTask1_RESP_CORR,CueDur_SL
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,m,436,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,z,539,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,z,454,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,z,382,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,m,490,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,z,482,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,z,575,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,m,443,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,m,429,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,m,464,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,z,471,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,m,628,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,z,463,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,z,490,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,m,388,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,350,z,480,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,z,586,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,m,539,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,z,439,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,m,376,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,350,z,365,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,m,412,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,z,451,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,350,m,436,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,m,389,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,z,511,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,z,459,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,z,480,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,m,480,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,m,428,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,m,386,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,m,331,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,m,712,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,z,452,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,350,m,421,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,m,458,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,z,444,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,z,490,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,m,407,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,m,384,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,350,z,491,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,m,346,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,350,z,378,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,z,463,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,m,480,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,m,578,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,350,z,387,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,350,z,488,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,z,465,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,z,508,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,z,495,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,z,401,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,z,489,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,m,412,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,350,z,461,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,z,418,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,z,457,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,350,m,475,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,350,m,509,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,300,z,666,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,350,m,367,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,z,478,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,350,m,348,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,150,m,506,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,m,442,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,2,23,dx,BlockProc4,100,m,475,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,706,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,611,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,935,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,684,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,704,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,555,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,591,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,714,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,664,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,549,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,530,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,528,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,515,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,876,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,592,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,528,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,486,0,6,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,616,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,758,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,644,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,487,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,646,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,675,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,720,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,633,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,644,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,631,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,640,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,890,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,624,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,656,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,731,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,629,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,571,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,553,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,658,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,582,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,674,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,594,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,826,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,515,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,601,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,620,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,604,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,559,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,622,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,571,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,704,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,717,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,647,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,457,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,544,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,494,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,591,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,650,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,580,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,562,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,609,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,559,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,470,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,535,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,505,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,561,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,741,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,477,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,477,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,517,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,583,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,544,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,759,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,521,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,532,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,578,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,552,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,497,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,675,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,483,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,675,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,529,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,625,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,489,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,573,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,567,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,533,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,504,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,583,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,632,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,528,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,530,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,594,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,719,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,612,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,615,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,705,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,509,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,498,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,493,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,542,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,567,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,511,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,579,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,530,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,563,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,637,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,541,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,451,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,523,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,499,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,439,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,460,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,675,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,697,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,564,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,523,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,453,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,456,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,721,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,526,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,574,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,412,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,553,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,600,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,534,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,606,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,472,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,z,682,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,627,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,523,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,350,m,547,100,6,space,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,971,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,z,631,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,609,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,526,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,730,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,645,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,z,639,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,678,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,100,m,637,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,472,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,534,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,543,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,z,490,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,300,m,546,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc1,150,m,578,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,300,z,581,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,100,z,436,0,4,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,300,z,458,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,150,z,486,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,350,z,493,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,150,m,484,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,350,m,490,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,350,m,417,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,150,m,457,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,350,z,455,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,300,z,471,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,150,m,722,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,100,z,526,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,300,z,415,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,150,z,627,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,350,z,512,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,300,m,453,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,350,z,539,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,100,m,568,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,100,m,508,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,100,z,486,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,150,z,535,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,100,m,662,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,100,z,579,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,150,z,532,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,100,z,471,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,350,z,481,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,300,m,641,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,150,z,644,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,300,m,597,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,100,m,611,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,300,m,471,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,300,z,420,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,350,m,459,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,300,z,393,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,300,m,510,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,350,z,454,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,100,m,520,0,6,space,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,150,m,699,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,150,m,738,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,150,m,602,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,300,m,513,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,100,z,838,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,350,m,591,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,150,z,566,100,3,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,350,m,655,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,350,m,572,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,100,m,762,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,20,23,dx,BlockProc2,300,m,598,100,8,m,LONG
