ExperimentName,Subject,AgeSubj,HandenesSubj,Procedure[Block],CueDur[Trial],RespExpTask1.CRESP[Trial],RespTARGET.RT[Trial],SOA[Trial],Target[Trial],RespExpTask1_RESP_CORR,CueDur_SL
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,720,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,648,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,685,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,480,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,653,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,616,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,588,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,749,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,646,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,697,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,602,0,6,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,613,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,749,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,659,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,704,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,807,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,689,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,517,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,717,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,361,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,599,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,727,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,650,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,316,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,636,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,540,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,658,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,563,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,832,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,625,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,625,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,655,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,527,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,526,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,276,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,425,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,406,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,524,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,564,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,666,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,682,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,408,100,7,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,643,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,731,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,893,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,384,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,604,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,596,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,624,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,786,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,912,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,664,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,538,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,255,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,619,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,307,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,568,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,676,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,617,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,708,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,574,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,337,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,576,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,630,0,6,{SPACE},LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,644,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,614,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,721,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,658,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,508,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,936,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,549,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,1071,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,767,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,534,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,1376,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,804,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,633,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,225,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,400,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,760,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,687,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,695,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,284,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,555,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,653,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,872,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,310,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,673,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,653,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,373,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,681,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,633,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,695,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,627,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,609,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,513,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,667,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,696,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,584,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,641,100,7,space,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,736,0,3,{SPACE},SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,762,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,158,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,888,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,679,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,688,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,408,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,630,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,733,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,505,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,801,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,791,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,782,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,714,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,601,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,687,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,696,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,552,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,774,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,594,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,634,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,1086,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,665,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,844,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,467,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,756,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,642,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,640,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,582,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,867,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,798,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,782,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,723,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,937,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,849,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,678,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,801,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,760,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,709,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,787,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,773,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,675,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,1011,100,7,space,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,803,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,894,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,576,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,633,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,738,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,722,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,734,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,622,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,799,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,648,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,684,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,762,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,721,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,743,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,649,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,678,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,669,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,512,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,1000,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,670,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,726,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,582,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,884,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,781,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,581,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,754,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,626,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,784,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,593,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,689,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,648,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,778,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,684,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,527,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,772,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,648,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,701,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,717,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,733,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,1004,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,653,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,629,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,599,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,626,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,669,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,770,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,684,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,738,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,255,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,958,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,0,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,671,100,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,662,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,340,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,422,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,456,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,768,100,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,610,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,631,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,920,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,713,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,680,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,770,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,293,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,293,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,595,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,463,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,578,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,649,0,4,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,577,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,406,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,714,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,590,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,567,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,413,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,338,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,772,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,563,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,570,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,664,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,604,0,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,696,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,635,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,656,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,639,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,604,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,673,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,671,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,500,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,447,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,521,0,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,531,0,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,288,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,299,0,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,672,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,597,0,6,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,607,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,643,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,543,100,8,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,656,100,6,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,295,100,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,561,100,7,m,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,539,0,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,365,100,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,552,0,4,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,703,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,506,100,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,259,0,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,565,0,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,605,0,8,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,570,100,2,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,580,0,2,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,685,100,7,m,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,551,100,3,z,LONG
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,634,100,3,z,SHORT
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,504,100,8,m,LONG
