DATASET 2. Raw data of the DUAL TASK EXPERIMENT.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ExperimentName,Subject,AgeSubj,HandenesSubj,Procedure[Block],CueDur[Trial],RespExpTask1.CRESP[Trial],RespExpTask2.CRESP[Trial],RespTARGET.RT[Trial],SOA[Trial],Target[Trial],RespExpTask1_RESP_CORR,RespExpTask2_RESP_CORR
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc3,300,z,m,826,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc3,300,m,m,878,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc3,150,z,z,754,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,951,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,484,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,633,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,604,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,546,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,624,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,606,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,534,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,548,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,0,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,688,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,612,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,639,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,548,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,558,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,621,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,548,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,0,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,687,100,8,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,641,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,710,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,1292,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,1423,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,922,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,781,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,478,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,800,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,602,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,582,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,0,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,508,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,541,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,782,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,492,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,714,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,1184,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,0,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,545,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,0,100,6,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,0,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,613,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,576,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,639,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,1155,100,4,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,661,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,692,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,1070,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,0,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,0,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,591,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,651,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,903,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,775,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,0,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,856,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,681,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,647,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,1187,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,784,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,664,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,798,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,658,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,515,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,0,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,722,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,792,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,0,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,754,100,2,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,1307,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,727,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,945,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,747,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,745,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,0,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,845,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,834,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,719,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,0,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,753,100,3,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,786,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,814,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,0,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,706,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,749,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,751,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,656,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,746,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,551,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,618,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,774,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,0,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,659,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,587,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,629,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,933,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,859,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,931,0,3,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,792,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,802,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,735,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,590,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,0,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,680,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,815,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,721,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,720,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,724,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,792,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,692,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,841,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,736,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,825,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,590,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,662,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,593,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,687,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,581,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,607,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,708,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,592,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,0,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,608,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,635,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,1208,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,0,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,993,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,0,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,811,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,769,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,z,z,0,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,150,m,z,651,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,1296,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,761,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,z,m,1004,100,2,m,{SPACE}
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,641,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,733,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,744,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,m,m,686,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,m,z,633,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,300,z,m,0,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,896,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,825,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,100,z,z,1451,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,19,22,dx,BlockProc4,350,m,m,674,100,8,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,TrialProc,,,,,,,,
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,TrialProc,,,,,,,,
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,TrialProc,,,,,,,,
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,TrialProc,,,,,,,,
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,TrialProc,,,,,,,,
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,TrialProc,,,,,,,,
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,TrialProc,,,,,,,,
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,TrialProc,,,,,,,,
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,TrialProc,,,,,,,,
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,TrialProc,,,,,,,,
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,TrialProc,,,,,,,,
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,TrialProc,,,,,,,,
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,m,m,964,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,m,m,804,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,z,z,1056,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,m,m,646,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,m,m,742,100,8,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,m,m,724,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,m,z,893,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,1008,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,m,z,1081,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,747,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,m,z,521,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,z,m,873,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,m,z,931,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,1016,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,z,z,1073,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,z,z,947,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,z,m,858,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,m,z,872,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,z,z,1068,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,z,z,1134,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,z,m,987,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,z,z,849,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,m,m,990,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,m,z,1161,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,m,m,906,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,z,m,947,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,m,z,359,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,m,z,952,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,z,z,1067,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,m,m,1292,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,z,z,1293,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,m,z,1438,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,m,z,0,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,z,m,908,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,873,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,z,z,564,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,m,z,1013,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,m,m,863,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,m,m,886,100,8,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,z,m,958,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,m,z,1044,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,m,m,1192,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,z,z,876,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,831,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,209,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,z,z,1126,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,m,m,1176,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,z,z,273,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,z,z,849,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,232,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,z,m,1252,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,z,m,961,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,m,m,867,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,z,m,764,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,m,m,784,100,8,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,m,z,900,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,m,m,837,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,z,z,1092,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,m,z,817,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,m,m,937,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,z,z,971,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,675,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,m,z,916,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,z,z,768,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,z,m,345,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,m,m,667,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,m,z,845,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,m,z,763,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,z,z,805,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,z,z,789,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,m,z,811,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,z,z,812,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,662,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,m,z,909,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,m,m,775,100,8,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,z,z,977,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,m,m,736,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,m,m,247,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,z,z,831,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,z,z,878,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,839,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,z,z,865,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,z,m,751,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,651,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,m,m,731,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,m,z,921,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,z,z,843,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,m,m,684,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,m,m,746,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,m,z,809,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,m,z,821,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,701,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,m,z,722,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,z,m,770,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,m,z,755,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,m,m,775,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,z,z,980,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,100,m,z,917,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,735,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,779,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,m,m,740,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,150,m,z,756,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,735,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,z,m,823,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,z,m,777,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,300,z,m,963,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,22,23,dx,BlockProc1,350,z,m,815,100,2,z,m
