DATASET 2. Raw data of the DUAL TASK EXPERIMENT.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ExperimentName,Subject,AgeSubj,HandenesSubj,Procedure[Block],CueDur[Trial],RespExpTask1.CRESP[Trial],RespExpTask2.CRESP[Trial],RespTARGET.RT[Trial],SOA[Trial],Target[Trial],RespExpTask1_RESP_CORR,RespExpTask2_RESP_CORR
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc2,100,m,z,494,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,499,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,667,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,328,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,454,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,1092,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,469,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,988,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,1219,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,296,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,969,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,898,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,874,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,450,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,403,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,675,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,624,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,440,100,6,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,958,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,473,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,234,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,300,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,274,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,767,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,700,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,715,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,782,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,832,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,803,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,772,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,972,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,267,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,830,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,958,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,913,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,457,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,951,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,619,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,678,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,346,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,647,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,650,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,763,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,792,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,218,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,676,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,611,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,744,0,4,space,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,1383,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,488,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,1260,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,701,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,281,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,614,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,560,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,707,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,620,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,571,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,857,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,597,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,672,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,1086,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,784,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,831,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,709,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,761,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,617,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,426,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,208,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,551,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,646,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,1217,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,351,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,660,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,521,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,636,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,748,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,1028,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,1088,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,722,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,337,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,92,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,752,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,696,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,807,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,660,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,830,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,227,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,746,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,659,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,595,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,674,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,899,100,4,m,space
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,1351,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,699,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,403,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,874,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,0,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,723,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,757,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,154,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,659,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,761,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,597,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,450,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,789,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,729,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,808,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,787,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,1009,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,1211,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,765,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,408,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,820,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,973,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,785,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,876,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,z,m,1257,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,901,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,854,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,852,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,1153,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,806,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,1025,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,685,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,1416,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,350,m,m,927,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,776,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,616,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,997,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,693,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,800,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,1164,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,867,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,447,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,z,m,1081,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,865,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,734,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,z,z,1249,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,357,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,218,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,100,m,z,704,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,300,m,m,715,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,m,z,700,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc3,150,z,z,908,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,z,z,976,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,z,z,720,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,249,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,m,z,881,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,z,z,156,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,z,z,735,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,975,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,m,m,389,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,z,m,760,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,823,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,z,z,681,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,m,m,650,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,z,z,482,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,z,z,1160,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,z,z,708,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,m,z,765,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,m,z,770,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,m,z,648,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,m,m,612,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,m,z,701,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,z,z,557,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,m,m,827,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,m,z,1014,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,m,m,922,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,714,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,m,z,827,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,737,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,z,m,580,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,z,m,720,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,z,z,710,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,m,m,870,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,m,m,118,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,m,m,647,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,z,z,803,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,m,m,738,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,m,z,856,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,357,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,m,z,1225,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,z,z,1064,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,m,m,1049,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,z,m,383,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,z,m,915,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,m,z,433,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,m,m,397,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,m,z,923,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,m,z,991,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,m,m,671,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,z,m,696,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,m,z,797,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,904,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,m,m,939,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,m,z,487,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,m,m,783,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,m,m,754,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,m,m,361,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,m,m,658,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,m,m,528,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,z,z,727,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,m,z,748,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,z,z,275,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,z,m,820,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,z,z,706,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,z,z,380,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,z,m,624,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,m,z,627,0,3,m,space
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,m,z,711,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,721,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,m,z,248,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,z,z,799,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,m,m,330,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,z,m,812,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,m,z,0,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,935,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,z,z,789,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,z,z,355,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,z,z,418,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,m,m,814,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,725,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,m,z,883,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,m,m,763,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,m,z,744,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,m,m,744,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,254,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,m,m,660,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,z,m,584,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,z,m,228,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,m,z,1080,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,z,z,851,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,z,m,1426,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,m,z,560,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,z,z,416,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,826,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,z,z,408,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,m,m,631,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,m,z,691,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,z,z,956,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,m,z,782,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,z,z,700,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,z,m,606,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,z,z,705,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,641,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,z,z,689,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,m,m,651,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,z,z,0,100,6,{SPACE},{SPACE}
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,m,m,1130,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,z,z,692,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,698,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,z,z,512,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,m,z,791,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,843,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,669,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,m,z,285,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,100,m,z,586,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,z,m,251,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,m,z,323,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,350,m,m,914,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,z,m,811,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,150,m,z,913,100,4,space,z
Exp1_DualTask_ToTi_Subj9-16,28,24,dx,BlockProc4,300,m,m,0,100,4,{SPACE},{SPACE}
