TASK_NUMBER,ExperimentName,Subject,CueDur[Trial],RespTARGET.RT[Trial],CORRECT_NUMBER,SOA[Trial],DURATION,CORRECT_RESP
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,300,552,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,150,552,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,350,552,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,350,552,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,350,552,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,300,552,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,552,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,100,552,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,300,552,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,300,552,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,150,552,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,350,552,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,552,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,300,552,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,150,552,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,100,552,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,552,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,350,552,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,150,552,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,350,553,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,350,553,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,350,553,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,100,553,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,300,553,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,150,553,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,350,553,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,553,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,100,553,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,300,553,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,350,553,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,150,553,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,553,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,100,553,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,350,553,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,100,553,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,100,553,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,150,553,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,300,553,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,100,553,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,150,553,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,300,553,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,100,553,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,300,553,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,100,553,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,100,553,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,553,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,553,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,350,553,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,350,553,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,350,553,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,554,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,350,554,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,100,554,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,554,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,350,554,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,300,554,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,150,554,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,554,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,554,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,100,554,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,100,554,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,150,554,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,554,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,100,554,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,300,554,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,150,554,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,100,554,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,350,554,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,150,554,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,554,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,350,554,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,100,554,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,554,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,300,554,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,150,554,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,350,554,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,554,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,554,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,350,554,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,300,554,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,554,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,554,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,350,554,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,554,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,150,554,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,554,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,300,554,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,350,554,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,555,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,100,555,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,100,555,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,555,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,100,555,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,300,555,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,10,100,555,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,555,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,150,555,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,350,555,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,350,555,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,100,555,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,150,555,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,350,555,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,300,555,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,300,555,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,555,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,555,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,555,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,150,555,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,556,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,300,556,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,556,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,350,556,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,100,556,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,350,556,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,556,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,556,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,556,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,556,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,10,150,556,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,350,556,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,350,556,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,300,556,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,556,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,556,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,100,556,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,150,556,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,300,556,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,350,556,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,556,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,556,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,100,556,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,556,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,556,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,350,557,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,557,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,350,557,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,350,557,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,100,557,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,557,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,557,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,100,557,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,300,557,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,150,557,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,557,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,300,557,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,100,557,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,300,557,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,150,557,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,350,557,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,557,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,557,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,557,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,150,557,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,300,557,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,350,557,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,350,557,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,100,557,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,557,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,150,557,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,557,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,557,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,100,557,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,150,557,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,100,557,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,100,557,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,558,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,100,558,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,100,558,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,100,558,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,100,558,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,558,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,150,558,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,100,558,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,558,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,558,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,100,558,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,100,558,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,558,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,558,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,558,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,100,558,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,100,558,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,300,558,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,300,558,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,100,558,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,100,558,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,300,558,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,150,558,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,558,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,100,558,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,350,558,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,558,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,558,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,558,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,100,558,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,100,558,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,150,558,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,100,558,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,300,558,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,350,558,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,150,559,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,150,559,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,100,559,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,300,559,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,100,559,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,300,559,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,350,559,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,559,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,150,559,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,150,559,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,300,559,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,300,559,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,559,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,559,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,100,559,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,559,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,100,559,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,350,559,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,559,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,150,559,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,150,559,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,100,559,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,559,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,300,559,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,300,559,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,300,559,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,350,559,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,350,559,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,150,559,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,559,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,100,559,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,350,559,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,350,559,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,559,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,559,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,559,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,560,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,100,560,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,350,560,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,350,560,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,560,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,350,560,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,300,560,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,560,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,560,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,350,560,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,150,560,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,350,560,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,350,560,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,150,560,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,100,560,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,300,560,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,150,560,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,300,560,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,350,560,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,350,560,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,150,560,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,100,560,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,350,560,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,560,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,560,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,100,560,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,100,560,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,100,560,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,560,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,100,560,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,100,560,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,300,561,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,100,561,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,150,561,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,561,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,350,561,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,561,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,350,561,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,300,561,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,561,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,561,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,100,561,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,561,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,100,561,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,561,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,150,561,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,350,561,m,0,LONG,1
