ExperimentName,Subject,AgeSubj,HandenesSubj,Procedure[Block],CueDur[Trial],RespExpTask1.CRESP[Trial],SOA[Trial],RespExpTask1_RESP_CORR,Correct (0/1),Accuracy,CueDur,RespTARGET.RT[Trial]
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,0,m,1,566,SHORT,720
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,100,z,1,,SHORT,648
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,100,z,1,,LONG,685
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,0,z,1,,LONG,480
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,100,m,1,,SHORT,653
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,0,m,1,,SHORT,616
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,100,z,1,,LONG,588
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,100,m,1,,SHORT,749
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,0,z,1,,SHORT,646
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,0,z,1,,SHORT,697
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,0,z,0,,LONG,602
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,0,m,1,,LONG,613
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,0,z,1,,SHORT,749
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,0,m,1,,LONG,659
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,0,z,1,,SHORT,704
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,100,z,1,,SHORT,807
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,0,m,1,,SHORT,689
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,100,z,1,,LONG,517
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,0,m,1,,SHORT,717
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,100,z,1,,SHORT,361
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,100,z,1,,LONG,599
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,0,m,1,,SHORT,727
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,0,m,1,,SHORT,650
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,0,z,1,,SHORT,316
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,100,z,1,,LONG,636
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,100,m,1,,LONG,540
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,100,z,1,,SHORT,658
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,100,m,1,,LONG,563
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,100,m,1,,LONG,832
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,100,m,1,,LONG,625
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,0,z,1,,LONG,625
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,100,z,1,,LONG,655
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,0,m,1,,LONG,527
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,0,z,1,,LONG,526
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,0,z,1,,SHORT,276
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,100,m,1,,LONG,425
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,100,m,1,,LONG,406
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,0,m,1,,LONG,524
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,0,m,1,,LONG,564
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,100,z,1,,SHORT,666
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,100,m,1,,SHORT,682
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,100,z,0,,SHORT,408
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,0,z,1,,LONG,643
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,100,m,1,,SHORT,731
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,100,z,1,,SHORT,893
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,100,m,1,,SHORT,384
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,0,z,1,,LONG,604
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,0,z,1,,LONG,596
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,100,m,1,,LONG,624
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,0,z,1,,SHORT,786
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,100,z,1,,SHORT,912
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,100,z,1,,LONG,664
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,0,m,1,,LONG,538
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,100,m,1,,LONG,255
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,0,z,1,,SHORT,619
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,0,z,1,,SHORT,307
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,0,m,1,,SHORT,568
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,100,z,1,,SHORT,676
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,100,m,1,,SHORT,617
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,100,z,1,,SHORT,708
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,0,z,1,,LONG,574
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,100,m,1,,SHORT,337
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,100,m,1,,LONG,576
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,0,{SPACE},0,,LONG,630
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,100,m,1,,LONG,644
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,0,m,1,,SHORT,614
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,0,m,1,,SHORT,721
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,0,z,1,,SHORT,658
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,0,m,1,,LONG,508
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,100,m,1,,SHORT,936
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,100,z,1,,LONG,549
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,0,z,1,,SHORT,1071
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,100,m,1,,LONG,767
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,0,m,1,,LONG,534
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,100,z,1,,LONG,1376
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,0,m,1,,SHORT,804
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,0,m,1,,LONG,633
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,100,z,1,,LONG,225
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,0,m,1,,LONG,400
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,100,z,1,,SHORT,760
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,100,z,1,,SHORT,687
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,0,z,1,,SHORT,695
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,0,m,1,,SHORT,284
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,100,m,1,,SHORT,555
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,0,z,1,,LONG,653
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,100,z,1,,SHORT,872
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,100,m,1,,SHORT,310
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,0,z,1,,LONG,673
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,100,z,1,,LONG,653
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,0,z,1,,LONG,373
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,0,m,1,,SHORT,681
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,0,z,1,,LONG,633
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,100,z,1,,LONG,695
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,0,z,1,,LONG,627
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,100,m,1,,LONG,609
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,100,m,1,,SHORT,513
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,0,m,1,,LONG,667
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,0,z,1,,SHORT,696
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,0,m,1,,LONG,584
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,100,space,0,,LONG,641
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,0,{SPACE},0,,SHORT,736
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,100,m,1,,LONG,762
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,0,z,1,,SHORT,158
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,100,z,1,,SHORT,888
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,0,z,1,,LONG,679
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,0,z,1,,LONG,688
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,100,z,1,,LONG,408
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,0,m,1,,SHORT,630
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,0,z,1,,SHORT,733
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,100,m,1,,LONG,505
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,100,z,1,,SHORT,801
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,0,m,1,,LONG,791
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,0,z,1,,SHORT,782
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,100,z,1,,LONG,714
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,100,m,1,,LONG,601
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,0,m,1,,LONG,687
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,100,z,1,,SHORT,696
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,0,m,1,,LONG,552
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,100,m,1,,SHORT,774
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,0,m,1,,LONG,594
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,100,z,1,,LONG,634
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,100,z,1,,LONG,1086
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,0,m,1,,SHORT,665
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,100,z,1,,SHORT,844
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,0,z,1,,LONG,467
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,0,m,1,,SHORT,756
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,100,m,1,,SHORT,642
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,0,m,1,,SHORT,640
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,0,z,1,,LONG,582
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,100,m,1,,SHORT,867
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,100,z,1,,SHORT,798
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,m,100,m,1,,LONG,782
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,100,z,1,,LONG,723
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,100,z,1,,LONG,937
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,m,100,m,1,,LONG,849
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,0,m,1,,SHORT,678
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,z,100,z,1,,SHORT,801
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,z,0,z,1,,SHORT,760
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,0,m,1,,SHORT,709
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,150,m,100,m,1,,SHORT,787
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,100,m,1,,SHORT,773
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,300,z,0,z,1,,LONG,675
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,100,m,100,space,0,,SHORT,1011
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc1,350,z,0,z,1,,LONG,803
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,0,z,1,,LONG,894
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,0,m,1,,SHORT,576
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,100,z,1,,LONG,633
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,100,z,1,,LONG,738
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,100,m,1,,SHORT,722
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,0,z,1,,LONG,734
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,0,m,1,,SHORT,622
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,0,z,1,,SHORT,799
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,100,m,1,,LONG,648
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,100,m,1,,LONG,684
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,100,m,1,,SHORT,762
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,100,z,1,,LONG,721
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,100,z,1,,LONG,743
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,0,m,1,,SHORT,649
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,0,m,1,,LONG,678
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,0,m,1,,SHORT,669
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,0,z,1,,LONG,512
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,0,m,1,,SHORT,1000
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,100,m,1,,SHORT,670
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,100,z,1,,SHORT,726
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,0,m,1,,LONG,582
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,100,z,1,,SHORT,884
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,100,z,1,,SHORT,781
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,100,m,1,,LONG,581
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,100,m,1,,SHORT,754
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,100,z,1,,LONG,626
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,0,z,1,,SHORT,784
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,0,m,1,,LONG,593
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,0,z,1,,SHORT,689
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,100,m,1,,LONG,648
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,100,m,1,,SHORT,778
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,0,z,1,,SHORT,684
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,100,m,1,,LONG,527
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,100,z,1,,SHORT,772
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,0,z,1,,SHORT,648
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,0,m,1,,SHORT,701
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,100,m,1,,SHORT,717
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,0,z,1,,SHORT,733
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,100,m,1,,LONG,1004
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,0,m,1,,LONG,653
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,0,m,1,,LONG,629
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,0,m,1,,LONG,599
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,100,z,1,,SHORT,626
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,0,z,1,,LONG,669
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,100,z,1,,SHORT,770
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,100,z,1,,LONG,684
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,0,z,1,,LONG,738
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,0,z,1,,LONG,255
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,100,z,1,,SHORT,958
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,100,z,1,,SHORT,0
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,100,z,1,,SHORT,671
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,0,m,1,,LONG,662
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,100,m,1,,SHORT,340
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,0,m,1,,LONG,422
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,100,m,1,,LONG,456
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,100,m,1,,SHORT,768
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,0,z,1,,LONG,610
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,0,m,1,,SHORT,631
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,100,z,1,,SHORT,920
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,100,m,1,,SHORT,713
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,100,z,1,,LONG,680
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,100,z,1,,SHORT,770
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,0,z,1,,LONG,293
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,0,z,1,,SHORT,293
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,0,z,1,,LONG,595
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,100,z,1,,LONG,463
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,0,z,1,,LONG,578
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,0,z,1,,SHORT,649
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,0,z,1,,LONG,577
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,0,z,1,,LONG,406
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,0,z,1,,SHORT,714
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,100,m,1,,SHORT,590
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,100,z,1,,LONG,567
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,0,m,1,,SHORT,413
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,100,m,1,,LONG,338
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,100,m,1,,LONG,772
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,100,m,1,,LONG,563
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,100,z,1,,LONG,570
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,0,m,1,,LONG,664
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,0,m,1,,LONG,604
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,100,m,1,,SHORT,696
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,100,z,1,,LONG,635
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,100,m,1,,SHORT,656
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,0,m,1,,SHORT,639
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,0,m,1,,SHORT,604
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,100,z,1,,SHORT,673
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,100,m,1,,LONG,671
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,0,z,1,,SHORT,500
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,0,z,1,,SHORT,447
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,0,m,1,,SHORT,521
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,0,m,1,,LONG,531
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,0,z,1,,SHORT,288
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,0,m,1,,LONG,299
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,100,z,1,,LONG,672
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,0,m,1,,SHORT,597
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,100,m,1,,LONG,607
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,0,z,1,,SHORT,643
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,100,m,1,,LONG,543
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,m,100,m,1,,LONG,656
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,m,100,m,1,,SHORT,295
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,m,100,m,1,,LONG,561
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,0,z,1,,LONG,539
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,100,z,1,,LONG,365
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,300,z,0,z,1,,LONG,552
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,100,z,1,,SHORT,703
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,z,100,z,1,,SHORT,506
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,100,z,0,z,1,,SHORT,259
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,0,z,1,,LONG,565
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,150,m,0,m,1,,SHORT,605
Exp1_SingleTask_TiTo_Subj17-24,1,22,sx,BlockProc2,350,z,100,z,1,,LONG,570
